,Page URL,Name,Description,Amount
429,https://www.rockefellerfoundation.org/grant/grant-2018-114/,2018,"in support of the production, launch and dissemination of the ""Future of Asia-Pacific Cities Report"" and ""7th Asia Pacific Urban Forum"" ","$30,000"
430,https://www.rockefellerfoundation.org/grant/grant-city-university-of-new-york-2018-2/,City University of New York 2018,"In support of establishing an endowment fund for the David Rockefeller Cultural Corps Fellowships, to provide training and paid internships to low-income youth at cultural institutions throughout New York City in an effort to diversify the workforce of the cultural sector","$666,666"
431,https://www.rockefellerfoundation.org/grant/grant-rockefeller-foundation-donations-2018-3/,Rockefeller Foundation Donations 2018,"to facilitate Rockefeller Foundation donations to charitable organizations through its Matching Gift Program and other similar programs, as well as contributions to philanthropic sector organizations","$2,200,000"
432,https://www.rockefellerfoundation.org/grant/grant-2018-149/,"Climate Policy Initiative, Inc. 2018","for use by its Global Innovation Lab for Climate Finance in support of further developing a climate resilience work stream to leverage innovative sources of capital that benefit poor and vulnerable populations, including developing innovative financial mechanisms to increase access to clean and sustainable energy","$2,013,800"
433,https://www.rockefellerfoundation.org/grant/grant-2018-146/,Massachusetts Institute of Technology 2018,"for use by its Sloan School of Management's Laboratory for Financial Engineering in support of developing Research Backed Obligations (RBOs), a new model for funding early stage biomedical research","$406,709"
434,https://www.rockefellerfoundation.org/grant/grant-oxfam-america-2018-2/,2018,"in support of capacity building initiatives, including data management and integration, for government and civil society organizations in order to promote cultural diversity in Rakhine State, Myanmar<br/> <br/> ","$500,000"
435,https://www.rockefellerfoundation.org/grant/grant-impact-shares-corp-2018-2/,2018,in support of developing strategies for a series of cause-based Exchange Traded Funds (ETFs) in partnership with leading nonprofits in an effort to create better socially responsible investment solutions,"$1,050,000"
436,https://www.rockefellerfoundation.org/grant/grant-asia-foundation-2018-3/,Asia Foundation 2018,in support of assisting the Association of Southeast Asian Nations (ASEAN) establish a Center for Sustainable Development that will solidify ASEAN’s leadership role in development operation and humanitarian assistance<br/> <br/> ,"$500,000"
437,https://www.rockefellerfoundation.org/grant/grant-national-academy-of-sciences-2018-3/,National Academy of Sciences 2018,in support of exploring the development of a National Investments Modelling tool in order to use science and systems to prioritize decisions related to the Sustainable Development Goals,"$71,001"
438,https://www.rockefellerfoundation.org/grant/grant-2018-147/,ImpactAlpha 2018,"in support of its Agents of Impact Scholarship Fund, an effort to provide subscriptions for academic institutions to a daily newsletter and other content related to impact investing and sustainable finance ","$50,000"
439,https://www.rockefellerfoundation.org/grant/grant-mahidol-university-2018-2/,Mahidol University 2018,"for use by its Institute for Population and Social Research in support of the 2019, 2020 and 2021 Prince Mahidol Award Conferences, aimed at promoting evidence of and best practices on strengthening health systems","$400,000"
440,https://www.rockefellerfoundation.org/grant/grant-foodshot-global-2018-2/,FoodShot Global 2018,"toward the costs of The GroundBreaker Prize to support innovative work that advances a healthier, more sustainable, and more equitable food system","$200,000"
441,https://www.rockefellerfoundation.org/grant/grant-energy-4-impact-2018-3/,Energy 4 Impact 2018,in support of developing an innovation lab to assess the viability of mini-grid models to support energy service companies to accelerate energy access for poor and vulnerable people in rural areas in Africa,"$751,740"
442,https://www.rockefellerfoundation.org/grant/grant-2018-126/,2018,in support of building replicable models for cities to spark inclusionary development in their communities,"$250,000"
443,https://www.rockefellerfoundation.org/grant/grant-2018-124/,2018,in support of its efforts to empower the people of Myanmar to engage in social transformation and promote a culture of rights for all,"$100,000"
444,https://www.rockefellerfoundation.org/grant/grant-northwestern-university-2018-2/,Northwestern University 2018,for use by its Kellogg School of Management in support of faculty convenings and curriculum development in an effort to build the field of impact investing in business and professional education<br/> <br/> ,"$475,000"
445,https://www.rockefellerfoundation.org/grant/grant-2018-148/,Asia Society 2018,"for use by its UN Special Envoy for Haiti in support of designing a Haiti Cholera Impact Bond, an innovative financing mechanism to eliminate the transmission of cholera in Haiti","$150,000"
446,https://www.rockefellerfoundation.org/grant/grant-2018-128/,2018,toward the costs of increasing public awareness of issues related to sexual harassment in the workplace and of supporting efforts to design and educate on policy solutions to improve worker protection,"$500,000"
447,https://www.rockefellerfoundation.org/grant/grant-asia-foundation-2018-4/,2018,in support of fostering constructive engagement between civil society actors and government to effectively undertake policy reform in Myanmar,"$300,000"
448,https://www.rockefellerfoundation.org/grant/grant-pen-american-center-2018-2/,PEN American Center 2018,"in partnership with its PEN Myanmar, in support of an initiative to advance free expression, tolerance and multiculturalism in Myanmar ","$100,000"
449,https://www.rockefellerfoundation.org/grant/grant-2018-130/,2018,in support of developing communications and advocacy strategies and materials  to position digitally-enabled community health within global conversations about achieving Universal Health Coverage,"$249,735"
450,https://www.rockefellerfoundation.org/grant/grant-idfc-foundation-2018-3/,IDFC Foundation 2018,in support of its IDFC Institute to develop a capacity-enhancing framework in order to provide citizen-centric public services through the use of data and technology,"$750,000"
451,https://www.rockefellerfoundation.org/grant/grant-africa-greenco-2018-2/,Africa GreenCo 2018,toward the costs of establishing a new public-private partnership that catalyzes private sector investment in African energy projects,"$1,250,963"
